id,city,address,zip code,latitude,longitude,features,name,ownership,storeNumber,Mobile Payment,Digital Rewards,LaBoulange,Bakery,My Starbucks Rewards,Wireless Hotspot,Drive-Thru,Oven-warmed Food,Verismo,Mobile Order and Pay,Music Experience,Lunch,tbd - Blonde Espresso,Google Wi-Fi,Nitro Cold Brew,Starbucks Reserve-Clover Brewed,Playbook Store System,tbd - Coffee Scale
12142,Maple Grove,7979 Wedgewood Lane,55369,45.099604,-93.45016,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",7979 Wedgewood Lane,CO,2318-2001,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0
1020354,Albertville,6415 Labeaux Ave NE,55301,45.246689,-93.666597,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Albertville Premium Outlets,LS,53017-283178,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
11921,Minneapolis,5537 W Broadway Ave,55428,45.052521,-93.364575,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}]",Target Crystal T-3,LS,76188-88825,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1022964,ROBBINSDALE,3503 Bottineau Blvd,55422,45.026365,-93.338313,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Hy-Vee Robbinsdale DT Convenience,LS,52025-277306,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1022984,ROBBINSDALE,3505 Bottineau Blvd,55422,45.026127,-93.338071,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Hy-Vee Robbinsdale,LS,55981-286442,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1013250,New Hope,8200 42nd Ave N,55427,45.032792,-93.385371,[],Hy-Vee - New Hope #1,LS,26711-243086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17628,Plymouth,4175 Vinewood Lane N,55442,45.031346,-93.451348,"[{u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Plymouth ST-664,LS,72685-76622,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17376,Monticello,1447 East 7th St,55362,45.293754,-93.773532,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Monticello T-2180,LS,76730-100251,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0
1018307,Minneapolis,100 Hennepin Ave,55401,44.983769,-93.267214,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Minneapolis - 100 Hennepin,CO,29785-255321,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0
10143,Medina,300 Clydesdale Rd,55340,45.045444,-93.529408,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}]",Target Medina T-2223,LS,76709-99117,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1016337,Plymouth,15850 32nd Avenue North,55447,45.01842,-93.482308,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Hwy 55 & Vicksburg Ave - Plymouth,CO,2330-245290,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
8164,Plymouth,2661 Campus Dr.,55441,45.008333,-93.449222,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Plymouth - Hwy 55 & NW Blvd.,CO,9712-97797,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1023624,Plymouth,16705 County Rd 24,55447,45.019224,-93.493007,[],HY-VEE PLYMOUTH,LS,57786-291572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018177,Minneapolis,515 South 4th St,55415,44.976494,-93.262651,"[{u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Minneapolis - 5th Ave & 4th St,CO,49663-270165,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0
1016976,Minneapolis,450 Marquette AVe,55401,44.97854,-93.269386,"[{u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",5th and Marquette,CO,28076-249968,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
1021830,MINNEAPOLIS,88 S 6th St,55402,44.977962,-93.270292,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Westin - Minneapolis,LS,54613-282524,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
11974,Minneapolis,120 S. 6th Street,55402,44.977241,-93.268729,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",120 S. 6th Street - Skyway level,CO,262-1495,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
11987,Minneapolis,33 South 6th Street,55402,44.978263,-93.27266,"[{u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",33 S. 6th Street - City Center,CO,2341-2483,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0
15927,Buffalo,1300 State Hwy 55 NE,55313,45.168514,-93.860245,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",Target Buffalo T-861,LS,76224-90369,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
16231,Minneapolis,600 Hennepin Ave. South,55403,44.979014,-93.275004,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",600 Hennepin Ave S - Mayo Clinic Sq,CO,2648-54101,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
11666,Minneapolis,80 South 8th Street,55402,44.976229,-93.271595,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",IDS Center - Skyway level,CO,263-1496,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
12449,Minneapolis,900 Nicollet Mall,55403,44.974958,-93.274067,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Minneapolis T-1375,LS,72669-48339,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0
15588,Minneapolis,1101 LaSalle Ave,55403,44.973271,-93.276544,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",Double Tree Hotel Minneapolis,LS,75788-85011,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0
13583,Golden Valley,7802 Olson Memorial Highway,55427,44.984187,-93.379105,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Hwy 55 and Golden Valley Road,CO,2228-659,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
18367,Minnetonka,13201 Ridgedale Dr,55305,44.969631,-93.447322,"[{u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Minnetonka/Hopkins T-0100,LS,76736-104469,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1023217,Wayzata,1330 Wayzata Blvd,55391,44.970838,-93.495788,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}]",Wayzata Blvd and CR 101 - Wayzata,CO,53981-285748,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
1021916,Minnetonka,1805 Plymouth Rd,55305,44.967276,-93.441889,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}]",Plymouth Rd & Cartway - Minnetonka,CO,51811-279404,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1
13618,Wayzata,740 East Lake Street,55391,44.96868,-93.509757,"[{u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",740 E. Lake Street - Wayzata,CO,2440-20979,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0
14372,Minneapolis,2000 Nicollet Ave.,55404,44.962583,-93.278033,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'NB', u'name': u'Nitro Cold Brew'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Nicollet & Franklin,CO,8611-92908,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0
1010273,Minneapolis,2212 Hennepin Ave,55405,44.960294,-93.293416,"[{u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",22nd & Hennepin - Kenwood Crossing,CO,2452-229484,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0
1020027,Minneapolis,2440 Hennepin Ave.,55405,44.95743,-93.295448,[],Kowalskis Minneapolis- Hennepin,LS,53614-276788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020164,MINNEAPOLIS,1300 W. Lake St.,55408,44.944886,-93.295556,"[{u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Target Uptown Mpls T-3239,LS,51531-264584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14567,St. Louis Park,4201 Minnetonka Blvd.,55416,44.948179,-93.332989,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",St. Louis Park-Minnetonka & Hwy 7,CO,10203-99310,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0
1022926,NORTHFIELD,601 Division St.,55057,44.447068,-93.160494,"[{u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Family Fare Northfield,LS,55343-289045,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113727,Northfield,2323 Highway 3 S,55057,44.434564,-93.187972,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}]",Target Northfield T-1211.,LS,17380-177067,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1017317,SAVAGE,5900 EGAN DRIVE,55378,44.747136,-93.354565,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",Hy Vee @ Savage,LS,48062-259945,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0
1017577,SAVAGE,6150 EGAN DRIVE,55378,44.747883,-93.357307,[],Hyvee @ Savage,LS,49522-268124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
