brand,id,city,address,zip code,latitude,longitude,name,ownership,storeNumber,Drive-Thru,Oven-warmed Food,Mobile Payment,LaBoulange,Google Wi-Fi,Mobile Order and Pay,Music Experience,Nitro Cold Brew,Lunch,My Starbucks Rewards,Playbook Store System,tbd - Blonde Espresso,Digital Rewards,Bakery,Wireless Hotspot,Verismo,Starbucks Reserve-Clover Brewed,tbd - Coffee Scale
Starbucks,6528,Burnsville,810 County Rd. 42w,55337,44.748868,-93.289517,Target Burnsville ST-2340,LS,76809-110952,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Starbucks,1008690,Burnsville,1310 County Road 42 W,55337,44.746896,-93.295509,CR 42 and Burnhaven Dr,CO,23397-220084,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
Starbucks,13642,Bloomington,704-708 West 98th Street,55420,44.827178,-93.289171,98th and Lyndale-Bloomington,CO,2578-36339,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,12970,Minneapolis,218 Como Avenue SE,55414,44.97312,-93.236007,U of MN - Coffman Union Bldg,LS,75137-68162,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0
Starbucks,18020,Richfield,6445 Richfield Pkwy.,55423,44.884343,-93.248499,Target Richfield ST-2300,LS,76815-110950,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Starbucks,1021746,Minneapolis,4712 Cedar Ave.,55407,44.917799,-93.247542,Minneapolis - 47th and Cedar,CO,49134-267164,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
Starbucks,7303,Minneapolis,2500 E Lake St.,55406,44.949336,-93.236363,Target Minneapolis T-52,LS,76974-96449,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Starbucks,16771,Richfield,7610 Lyndale Ave. South,55423,44.864713,-93.288659,Lyndale and 77th,CO,3484-92905,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,12285,Minneapolis,815 25th Ave.,55454,44.964817,-93.235701,25th and Riverside,CO,295-1494,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Starbucks,1008940,Elk River,19179 Freeport Ave.,55330,45.316908,-93.561642,Highway 169 and Freeport-Elk River,CO,20689-206848,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
Starbucks,10716,Otsego,15800 87th St. NE,55330,45.277961,-93.563347,Target Otsego ST-2456,LS,76975-136638,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
Starbucks,91234,Rogers,13590 Northdale Blvd.,55374,45.201177,-93.554136,Hwy 101 & Diamond Lk Rd-Rogers,CO,18163-182985,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
Starbucks,16616,Rogers,21615 S Diamond Lake Rd.,55374,45.19764,-93.554653,Target Rogers ST-1456,LS,72678-64266,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Starbucks,6527,Maple Grove,15300 Grove Circle N,55369,45.136755,-93.47563,Target Maple Grove T-2193,LS,76808-99120,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Starbucks,91096,Maple Grove,9404 Dunkirk Lane North,55311,45.125304,-93.491093,Maple Grove - Dunkirk Square,CO,17564-178944,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
Starbucks,12142,Maple Grove,7979 Wedgewood Lane,55369,45.099604,-93.45016,7979 Wedgewood Lane,CO,2318-2001,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0
Starbucks,1020354,Albertville,6415 Labeaux Ave. NE,55301,45.246689,-93.666597,Albertville Premium Outlets,LS,53017-283178,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0
Starbucks,1007061,Crystal,5596 W Broadway Ave.,55428,45.054312,-93.36459,Bass Lake Rd & Broadway-Crystal,CO,22725-223764,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
Starbucks,11921,Crystal,5537 W Broadway Ave.,55428,45.052521,-93.364575,Target Crystal T-3,LS,76188-88825,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Starbucks,1026660,Maple Grove,18755 70th Way North,55311,45.083024,-93.517718,Hy-Vee Maple Grove,LS,60951-277644,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Starbucks,1013250,New Hope,8200 42nd Ave. N,55427,45.034665,-93.384013,Hy-Vee - New Hope #1,LS,26711-243086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,1022984,Robbinsdale,3505 Bottineau Blvd.,55422,45.019689,-93.327546,Hy-Vee Robbinsdale,LS,55981-286442,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Starbucks,1022964,Robbinsdale,3503 Bottineau Blvd.,55422,45.019007,-93.3257,Hy-Vee Robbinsdale DT Convenience,LS,52025-277306,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
Starbucks,17628,Plymouth,4175 Vinewood Lane N,55442,45.031346,-93.451348,Target Plymouth ST-664,LS,72685-76622,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Starbucks,1026487,Plymouth,4090 Annapolis Lane,55447,45.028742,-93.456868,Rockford and Annapolis - Plymouth,CO,53551-281365,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1
Starbucks,17376,Monticello,1447 East 7th St.,55362,45.293754,-93.773532,Target Monticello T-2180,LS,76730-100251,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0
Starbucks,10143,Medina,300 Clydesdale Rd.,55340,45.045444,-93.529408,Target Medina T-2223,LS,76709-99117,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Starbucks,1016337,Plymouth,15850 32nd Avenue North,55447,45.01842,-93.482308,Hwy 55 & Vicksburg Ave - Plymouth,CO,2330-245290,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,1018307,Minneapolis,100 Hennepin Ave.,55401,44.983769,-93.267214,Minneapolis - 100 Hennepin,CO,29785-255321,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0
Starbucks,1025427,Minneapolis,713 South Washington Avenue,55415,44.97728,-93.257954,East End  Minneapolis,LS,55967-288785,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
Starbucks,1018177,Minneapolis,515 South 4th St.,55415,44.976494,-93.262651,Minneapolis - 5th Ave & 4th St,CO,49663-270165,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
Starbucks,1016976,Minneapolis,450 Marquette Ave.,55401,44.97854,-93.269386,5th and Marquette,CO,28076-249968,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1
Starbucks,1021830,Minneapolis,88 S 6th St.,55402,44.977962,-93.270292,Westin - Minneapolis,LS,54613-282524,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Starbucks,1023624,Plymouth,16705 County Rd. 24,55447,45.019224,-93.493007,HY-VEE PLYMOUTH,LS,57786-291572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Starbucks,8164,Plymouth,2661 Campus Dr.,55441,45.008333,-93.449222,Plymouth - Hwy 55 & NW Blvd.,CO,9712-97797,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Starbucks,15927,Buffalo,1300 State Hwy 55 NE,55313,45.168514,-93.860245,Target Buffalo T-861,LS,76224-90369,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
Starbucks,1026217,Plymouth,11129 Highway 55,55441,44.987689,-93.421149,Hwy 55 & South Shore Dr,CO,52544-281367,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
Starbucks,11974,Minneapolis,120 S 6th Street,55402,44.977241,-93.268729,120 S. 6th Street - Skyway level,CO,262-1495,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0
Starbucks,11987,Minneapolis,33 South 6th Street,55402,44.978263,-93.27266,33 S. 6th Street - City Center,CO,2341-2483,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,16231,Minneapolis,600 Hennepin Ave. South,55403,44.979014,-93.275004,600 Hennepin Ave S - Mayo Clinic Sq,CO,2648-54101,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Starbucks,12449,Minneapolis,900 Nicollet Mall,55403,44.974919,-93.274295,Target Minneapolis T-1375,LS,72669-48339,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0
Starbucks,15588,Minneapolis,1101 Lasalle Ave.,55403,44.973271,-93.276544,Double Tree Hotel Minneapolis,LS,75788-85011,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0
Starbucks,13583,Golden Valley,7802 Olson Memorial Highway,55427,44.984187,-93.379105,Hwy 55 and Golden Valley Road,CO,2228-659,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,18367,Minnetonka,13201 Ridgedale Dr.,55305,44.969631,-93.447322,Target Minnetonka/Hopkins T-0100,LS,76736-104469,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Starbucks,1023217,Wayzata,1330 Wayzata Blvd.,55391,44.970838,-93.495788,Wayzata Blvd and CR 101 - Wayzata,CO,53981-285748,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Starbucks,13618,Wayzata,740 East Lake Street,55391,44.96868,-93.509757,740 E. Lake Street - Wayzata,CO,2440-20979,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Starbucks,1021916,Minnetonka,1805 Plymouth Rd.,55305,44.967276,-93.441889,Plymouth Rd & Cartway - Minnetonka,CO,51811-279404,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1
Starbucks,14372,Minneapolis,2000 Nicollet Ave.,55404,44.962583,-93.278033,Nicollet & Franklin,CO,8611-92908,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Starbucks,1010273,Minneapolis,2212 Hennepin Ave.,55405,44.960294,-93.293416,22nd & Hennepin - Kenwood Crossing,CO,2452-229484,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,1020027,Minneapolis,2440 Hennepin Ave.,55405,44.95743,-93.295448,Kowalskis Minneapolis- Hennepin,LS,53614-276788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,1020164,Minneapolis,1300 W Lake St.,55408,44.948911,-93.296083,Target Uptown Mpls T-3239,LS,51531-264584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Starbucks,14567,St. Louis Park,4201 Minnetonka Blvd.,55416,44.948179,-93.332989,St. Louis Park-Minnetonka & Hwy 7,CO,10203-99310,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
Starbucks,1022926,Northfield,601 Division St.,55057,44.453577,-93.15901,Family Fare - Northfield 3330,LS,55343-289045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Starbucks,113727,Northfield,2323 Highway 3 S,55057,44.434564,-93.187972,Target Northfield T-1211.,LS,17380-177067,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Starbucks,1017317,Savage,5900 Egan Drive,55378,44.747136,-93.354565,Hy Vee @ Savage,LS,48062-259945,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
Starbucks,1017577,Savage,6150 Egan Drive,55378,44.747883,-93.357307,Hyvee @ Savage,LS,49522-268124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,12799,Savage,14333 Hwy 13,55378,44.74374,-93.377645,Target Savage ST-1833,LS,76116-87623,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0
Starbucks,7275,Savage,13945 Hwy 13 Frontage Rd.,55378,44.750647,-93.378978,Savage-CR 42 & Hwy 13,CO,10602-101637,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
Starbucks,16173,Owatonna,641 West Bridge St.,55060,44.083959,-93.241209,641 W. Bridge St. - Owatonna,CO,8922-95305,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0
Starbucks,1005916,Owatonna,301 Park Dr.,55060,44.086343,-93.25039,Target Owatonna T-1068,LS,20790-208086,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
Starbucks,1007883,Shakopee,8090 Old Carriage Ct. N,55379,44.775886,-93.414283,CR 21 and Old Carriage - Shakopee,CO,21371-208605,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
Starbucks,8785,Bloomington,7805 Southtown Center,55431,44.861132,-93.308101,Southtown - I-494 and Penn,CO,2220-665,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
Starbucks,13805,Bloomington,2555 W 79th St.,55431,44.859947,-93.311425,Target Bloomington T-5,LS,76187-88840,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
Starbucks,1006171,Edina,7503 France Ave.,55435,44.866611,-93.328413,France Avenue & 76th - Edina,CO,18565-178125,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0
Starbucks,1024866,Eden Prairie,9250 Hennepin Town Road,55344,44.835922,-93.399327,Hwy 169 & Anderson Lakes Pkwy,CO,2366-243506,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
Starbucks,1022343,Eden Prairie,9625 Anderson Lakes Pkwy.,55344,44.835789,-93.400398,Jerrys Eden Prairie,LS,56910-288973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,6530,Edina,7000 York Ave. S,55435,44.875818,-93.323744,Target Edina ST-2313,LS,76641-110944,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
Starbucks,1013938,Edina,5122 Edina Industrial Blvd.,55439,44.864513,-93.353219,Edina - Hwy 100 and Industrial Blvd,CO,24961-238825,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1
Starbucks,1020369,Edina,3510 Galleria,55435,44.877632,-93.323643,Galleria Mall - 69th & France Ave,CO,271-269007,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
Starbucks,66377,Edina,100 Southdale Ctr.,55435,44.881451,-93.326449,Macy's-Southdale #231,LS,16011-154128,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0
Starbucks,1019892,Shakopee,1685 17th Ave. E,55379,44.775959,-93.5018,Target Shakopee T-1272,LS,51728-278396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,1020352,Shakopee,1451 Adams Street South,55379,44.778867,-93.538228,Hy-Vee Shakopee,LS,52014-279466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,1019496,Shakopee,1421 Adams Street South,55379,44.779554,-93.539636,Hy-Vee Shakopee DT Convenience,LS,51369-277305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Starbucks,16018,Eden Prairie,582 Prairie Center Dr.,55344,44.853316,-93.429138,582 Prairie Center Drive,CO,2325-2482,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0
Starbucks,1020351,Eden Prairie,8225 Flying Cloud Dr.,55344,44.85577,-93.425958,Target Eden Prairie T-0220,LS,51581-278397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,15731,Eden Prairie,930 Prairie Center Drive,55344,44.864144,-93.440815,930 Prairie Center Dr- Eden Prairie,CO,2599-47139,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
Starbucks,11975,Minneapolis,5351 Lyndale Ave. South,55419,44.905241,-93.28804,5351 Lyndale Avenue South,CO,288-1493,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,16048,Edina,3939 W 50th St.,55424,44.912007,-93.330485,3939 W. 50th - 50th and France,CO,274-1489,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,1006191,Edina,5101 Vernon Avenue South,55436,44.910096,-93.354877,Jerry's Edina,LS,21755-192244,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Starbucks,13423,Edina,5121 Gus Young Lane,55436,44.911414,-93.353025,Edina - Hwy 100 & Vernon,CO,2592-54119,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
Starbucks,15668,Chaska,111 Pioneer Trail,55318,44.827687,-93.600577,Target Chaska ST-1352,LS,72649-48359,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Starbucks,1025109,Chaska,1114 Hazeltine Blvd.,55318,44.834884,-93.60075,CR 41 and Hazeltine Blvd - Chaska,CO,54453-286617,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0
Starbucks,1010272,Chanhassen,190 Lake Drive East,55317,44.861083,-93.524226,Chanhassen - Dakota Ave II,CO,2450-198665,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
Starbucks,1005981,Chanhassen,851 W 78th St.,55317,44.862237,-93.542921,Target Chanhassen T-862,LS,20793-208085,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Starbucks,1016974,Eden Prairie,11100 62nd St. W,55344,44.892054,-93.418781,62 and Shady Oak,CO,26250-243426,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1
Starbucks,10717,Waconia,875 E Main St.,55387,44.849803,-93.773745,Target Waconia T-2449,LS,76979-136639,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Starbucks,1020153,Waconia,10720 10th Street,55387,44.839109,-93.797345,Waconia - Hwy 5 & Hwy 10,CO,49587-270029,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1
Starbucks,1012626,Excelsior,440 Water St.,55331,44.900593,-93.568967,Kowalski's - Excelsior,LS,27578-238022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,1018182,Shorewood,19285 State Highway 7,55331,44.910654,-93.524201,Shorewood - Vinehill and Hwy 7,CO,49955-271966,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Starbucks,11380,Minnetonka,4802 County Road 101,55345,44.916387,-93.504845,Target Minnetonka ST-1356,LS,72650-46879,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Starbucks,9584,Hopkins,1505 State Hwy 7,55305,44.933338,-93.418828,Hwy 7 & Hopkins Crossroads,CO,9359-96468,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
Starbucks,10144,St. Louis Park,8900 SR-7,55426,44.936386,-93.392448,Target Knollwood ST-2189,LS,76408-96764,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Starbucks,1017723,St. Louis Park,3601 Highway 100 S,55416,44.937516,-93.346419,Target Saint Louis Park T-260,LS,49527-268014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starbucks,13664,St. Louis Park,3850 Grand Way,55416,44.933702,-93.339989,Excelsior & Grand-St. Louis Park,CO,2696-63425,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
Starbucks,1009297,Hutchinson,1370 Highway 15 S,55350,44.868067,-94.378359,Target - Hutchinson T-1210,LS,23667-232356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
