address.city,address.countryCode,address.countrySubdivisionCode,address.postalCode,address.streetAddressLine1,address.streetAddressLine2,address.streetAddressLine3,addressLines,brandName,coordinates.latitude,coordinates.longitude,features,id,mop.ready,mop.wait,name,open,openStatusText,ownershipTypeCode,phoneNumber,regulations,schedule,slug,storeNumber,timeZoneInfo.currentTimeOffset,timeZoneInfo.olsonTimeZoneId,timeZoneInfo.windowsTimeZoneId,zip code
Woodbury,US,MN,551252342,8505 Valley Creek Rd.,,,"[u'8505 Valley Creek Rd.', u'Woodbury, MN 55125']",Starbucks,44.919563,-92.933534,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",11057,False,,Kowalski - Woodbury,True,Open until 8:00 PM,LS,651-578-8800,[],"[{u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",kowalski-woodbury-8505-valley-creek-rd-woodbury-mn-551252342-us,72701-27209,-360,GMT-05:00 America/Chicago,Central Standard Time,55125
Woodbury,US,MN,55125,7200 Valley Creek Plaza,,,"[u'7200 Valley Creek Plaza', u'Woodbury, MN 55125']",Starbucks,44.927168,-92.960317,[],1013307,False,,Target Woodbury T-0694,True,Open until 9:00 PM,LS,651-735-7083,[],"[{u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",target-woodbury-t-0694-7200-valley-creek-plaza-woodbury-mn-55125-us,28021-242084,-360,GMT-05:00 America/Chicago,Central Standard Time,55125
Woodbury,US,MN,55125,7230 Valley Creek Rd,,,"[u'7230 Valley Creek Rd', u'Woodbury, MN 55125']",Starbucks,44.92505,-92.960696,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'CL', u'name': u'Starbucks Reserve-Clover Brewed'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",1006448,False,,7230 Valley Creek Road,True,Open until 9:30 PM,CO,6517140357,[],"[{u'hours': u'5:00 AM to 9:30 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 10:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 10:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 10:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 10:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 11:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 10:30 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",7230-valley-creek-road-7230-valley-creek-rd-woodbury-mn-55125-us,2241-213605,-360,GMT-05:00 America/Chicago,Central Standard Time,55125
North St. Paul,US,MN,55109,2199  Hwy 36 E,,,"[u'2199  Hwy 36 E', u'North St. Paul, MN 55109']",Starbucks,45.013297,-93.009757,[],1022341,False,,TARGET NORTH ST. PAUL T-1185,True,Open until 8:00 PM,LS,,[],"[{u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",target-north-st-paul-t-1185-2199-hwy-36-e-north-st-paul-mn-55109-us,56276-289226,-360,GMT-05:00 America/Chicago,Central Standard Time,55109
White Bear Lake,US,MN,55110,1950 Buerkle Rd,,,"[u'1950 Buerkle Rd', u'White Bear Lake, MN 55110']",Starbucks,45.038316,-93.018614,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'CS', u'name': u'tbd - Coffee Scale'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",1014328,False,,White Bear Ave & I-694,True,Open until 8:30 PM,CO,6124990682,[],"[{u'hours': u'6:00 AM to 8:30 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'5:30 AM to 9:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",white-bear-ave-i-694-1950-buerkle-rd-white-bear-lake-mn-55110-us,27985-249186,-360,GMT-05:00 America/Chicago,Central Standard Time,55110
Woodbury,US,MN,55129,7760 Hargis Parkway,,,"[u'7760 Hargis Parkway', u'Woodbury, MN 55129']",Starbucks,44.890903,-92.944255,[],1011772,False,,Jerry's Foods - Woodbury,True,Open until 9:00 PM,LS,6514144888,[],"[{u'hours': u'6:00 AM to 9:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 9:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 9:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 9:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 9:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 9:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 9:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",jerrys-foods-woodbury-7760-hargis-parkway-woodbury-mn-55129-us,25759-235385,-360,GMT-05:00 America/Chicago,Central Standard Time,55129
White Bear Lake,US,MN,551103455,4391 S. Lake Ave.,,,"[u'4391 S. Lake Ave.', u'White Bear Lake, MN 55110']",Starbucks,45.074223,-93.017115,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'BA', u'name': u'Bakery'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}]",13227,False,,Kowalski-White Bear Lake #4727,True,Open until 8:00 PM,LS,651-429-5913,[],"[{u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",kowalski-white-bear-lake-4727-4391-s-lake-ave-white-bear-lake-mn-551103455-us,72719-36379,-360,GMT-05:00 America/Chicago,Central Standard Time,55110
St. Paul,US,MN,55106,1744 Suburban Ave,,,"[u'1744 Suburban Ave', u'St. Paul, MN 55106']",Starbucks,44.95103,-93.02734,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}]",1006160,False,,Target St. Paul T-68,True,Open until 8:00 PM,LS,651-778-1188,[],"[{u'hours': u'7:00 AM to 8:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'7:00 AM to 9:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",target-st-paul-t-68-1744-suburban-ave-st-paul-mn-55106-us,20425-204771,-360,GMT-05:00 America/Chicago,Central Standard Time,55106
Vadnais Heights,US,MN,55127,975 County Rd E,,,"[u'975 County Rd E', u'Vadnais Heights, MN 55127']",Starbucks,45.050379,-93.062016,"[{u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}]",1006159,False,,Target Vadnais Heights T-751,True,Open until 8:00 PM,LS,651-483-9637,[],"[{u'hours': u'8:00 AM to 8:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 9:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 9:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 9:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 9:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 9:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'8:00 AM to 9:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",target-vadnais-heights-t-751-975-county-rd-e-vadnais-heights-mn-55127-us,20341-204767,-360,GMT-05:00 America/Chicago,Central Standard Time,55127
Vadnais Heights,US,MN,55127,1016 E Hwy 96,,,"[u'1016 E Hwy 96', u'Vadnais Heights, MN 55127']",Starbucks,45.078811,-93.05713,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'GO', u'name': u'Google Wi-Fi'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'RW', u'name': u'My Starbucks Rewards'}, {u'code': u'PS', u'name': u'Playbook Store System'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",1015750,False,,Hwy 96 and Centerville Road,True,Open until 10:00 PM,CO,16127592737,[],"[{u'hours': u'5:30 AM to 10:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'4:30 AM to 10:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'4:30 AM to 10:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'4:30 AM to 10:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'4:30 AM to 10:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'4:30 AM to 10:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 10:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",hwy-96-and-centerville-road-1016-e-hwy-96-vadnais-heights-mn-55127-us,25515-241175,-360,GMT-05:00 America/Chicago,Central Standard Time,55127
Cottage Grove,US,MN,550163024,7190 East Point Douglas Rd. S.,,,"[u'7190 East Point Douglas Rd. S.', u'Cottage Grove, MN 55016']",Starbucks,44.8331,-92.957079,"[{u'code': u'DT', u'name': u'Drive-Thru'}, {u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'WF', u'name': u'Wireless Hotspot'}, {u'code': u'VS', u'name': u'Verismo'}, {u'code': u'CD', u'name': u'Mobile Payment'}, {u'code': u'DR', u'name': u'Digital Rewards'}, {u'code': u'LB', u'name': u'LaBoulange'}, {u'code': u'XO', u'name': u'Mobile Order and Pay'}, {u'code': u'MX', u'name': u'Music Experience'}, {u'code': u'LU', u'name': u'Lunch'}, {u'code': u'BE', u'name': u'tbd - Blonde Espresso'}]",9585,False,,Cottage Grove-E. Point Douglas,True,Open until 8:00 PM,CO,651-769-0719,[],"[{u'hours': u'5:30 AM to 8:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:30 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:30 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:30 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:30 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'5:00 AM to 9:30 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'5:30 AM to 8:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",cottage-grove-e-point-douglas-7190-east-point-douglas-rd-s-cottage-grove-mn-5501,9479-96696,-360,GMT-05:00 America/Chicago,Central Standard Time,55016
COTTAGE GROVE,US,MN,55016,7280 E POINT DOUGLAS RD,,,"[u'7280 E POINT DOUGLAS RD', u'COTTAGE GROVE, MN 55016']",Starbucks,44.831517,-92.959779,"[{u'code': u'WA', u'name': u'Oven-warmed Food'}, {u'code': u'CD', u'name': u'Mobile Payment'}]",1019349,False,,Hy-Vee Cottage Grove,True,Open until 8:00 PM,LS,651-458-7000,[],"[{u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Today', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Tomorrow', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Tuesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Wednesday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Thursday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Friday', u'holiday': u'', u'open': True}, {u'hours': u'6:00 AM to 8:00 PM', u'dayName': u'Saturday', u'holiday': u'', u'open': True}]",hy-vee-cottage-grove-7280-e-point-douglas-rd-cottage-grove-mn-55016-us,50771-276115,-360,GMT-05:00 America/Chicago,Central Standard Time,55016
